DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Vict Descent Full,Vict Age Group,Time_Formatted,Hour,Time_Category,Date_Rptd,DATE_OCC,Year,Month,DayOfWeek,Reporting_Delay,Delay_Category,zip_code
201710995,07/11/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1,17,Devonshire,1729,2,860,BATTERY WITH SEXUAL CONTACT,1258 0400 1251 0551 0913 0558,2,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Children (0-12),0:01,0,Night (0-6),2020-07-11,2020-05-20,2020,May,Wed,52,1-12 months,91344.0
201800732,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1100,18,Southeast,1832,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 0913 0400 0444 0537 0545 1402,23,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,998.0,,,Black,Young Adults (18-24),11:00,11,Morning (6-12),2020-06-16,2020-06-16,2020,Jun,Tue,0,0-1 days,90003.0
201818197,10/02/2020 12:00:00 AM,09/25/2020 12:00:00 AM,800,18,Southeast,1863,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1218 1822 0515,29,F,H,101,STREET,,,815,,,,Hispanic,Adults (25-49),8:00,8,Morning (6-12),2020-10-02,2020-09-25,2020,Sep,Fri,7,1-7 days,90061.0
201411704,05/03/2020 12:00:00 AM,05/02/2020 12:00:00 AM,2200,14,Pacific,1431,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1218 2034 0413 0545 0541 1501,28,M,B,117,BEACH,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,Black,Adults (25-49),22:00,22,Evening (18-24),2020-05-03,2020-05-02,2020,May,Sat,1,0-1 days,90291.0
210912492,08/05/2021 12:00:00 AM,08/01/2020 12:00:00 AM,1200,9,Van Nuys,989,2,860,BATTERY WITH SEXUAL CONTACT,0400 0522,16,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Adolescents (13-17),12:00,12,Afternoon (12-18),2021-08-05,2020-08-01,2020,Aug,Sat,369,Over 1 year,91423.0
201610589,06/30/2020 12:00:00 AM,06/19/2020 12:00:00 AM,2200,16,Foothill,1606,1,121,"RAPE, FORCIBLE",0522 0527 0515 0537 0913 1259,16,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adolescents (13-17),22:00,22,Evening (18-24),2020-06-30,2020-06-19,2020,Jun,Fri,11,8-30 days,91342.0
210207703,04/05/2021 12:00:00 AM,10/04/2020 12:00:00 AM,2100,2,Rampart,241,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2000 1251 0500 0527 1814 0913 1259,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Hispanic,Adolescents (13-17),21:00,21,Evening (18-24),2021-04-05,2020-10-04,2020,Oct,Sun,183,1-12 months,90057.0
201900608,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,100,19,Mission,1969,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1259 0369 0522 0527 0419 0507 0501 1822 2034 1402,14,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,998.0,,,Black,Adolescents (13-17),1:00,1,Night (0-6),2020-02-17,2020-02-17,2020,Feb,Mon,0,0-1 days,91331.0
201420100,11/10/2020 12:00:00 AM,11/04/2020 12:00:00 AM,2100,14,Pacific,1412,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0400 0500 0519 0913 2000,30,F,A,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,,,,Asian,Adults (25-49),21:00,21,Evening (18-24),2020-11-10,2020-11-04,2020,Nov,Wed,6,1-7 days,90291.0
201409768,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,955,14,Pacific,1432,2,860,BATTERY WITH SEXUAL CONTACT,448,36,F,W,103,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),9:55,9,Morning (6-12),2020-04-18,2020-04-18,2020,Apr,Sat,0,0-1 days,90291.0
201416337,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1600,14,Pacific,1456,1,121,"RAPE, FORCIBLE",0527 0400 0413 1206 1218 0507 0209 1822 0342 1305,22,F,W,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Young Adults (18-24),16:00,16,Afternoon (12-18),2020-08-20,2020-08-20,2020,Aug,Thu,0,0-1 days,90066.0
201707724,03/26/2020 12:00:00 AM,03/18/2020 12:00:00 AM,100,17,Devonshire,1771,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0545 0527 0913 1818 1251 0533 1259 1501,16,M,H,514,GROUP HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Hispanic,Adolescents (13-17),1:00,1,Night (0-6),2020-03-26,2020-03-18,2020,Mar,Wed,8,8-30 days,91311.0
202013479,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,625,20,Olympic,2081,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0913 0444 0510 0537 1245 0361 0417 0522 0532 1817,46,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,,,,White,Adults (25-49),6:25,6,Morning (6-12),2020-08-15,2020-08-15,2020,Aug,Sat,0,0-1 days,90019.0
201505540,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1400,15,N Hollywood,1535,2,860,BATTERY WITH SEXUAL CONTACT,1822 0400 0522 0448 0500,44,F,O,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Other,Adults (25-49),14:00,14,Afternoon (12-18),2020-01-31,2020-01-31,2020,Jan,Fri,0,0-1 days,91601.0
202016815,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,200,20,Olympic,2002,1,121,"RAPE, FORCIBLE",1402 1415 1409 1259 0527 1817 0913,16,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Adolescents (13-17),2:00,2,Night (0-6),2020-11-06,2020-11-06,2020,Nov,Fri,0,0-1 days,90004.0
201606176,02/21/2020 12:00:00 AM,01/27/2020 12:00:00 AM,800,16,Foothill,1633,1,121,"RAPE, FORCIBLE",2000 0416 0522 0515 0516 0527 0913 1813 0537,43,F,H,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),8:00,8,Morning (6-12),2020-02-21,2020-01-27,2020,Jan,Mon,25,8-30 days,91331.0
221516098,10/13/2022 12:00:00 AM,10/13/2020 12:00:00 AM,1200,15,N Hollywood,1557,2,860,BATTERY WITH SEXUAL CONTACT,0913 1810,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),12:00,12,Afternoon (12-18),2022-10-13,2020-10-13,2020,Oct,Tue,730,Over 1 year,91602.0
201606181,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1200,16,Foothill,1617,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522,59,F,W,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Older Adults (50+),12:00,12,Afternoon (12-18),2020-02-21,2020-02-21,2020,Feb,Fri,0,0-1 days,91040.0
201518017,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1617,15,N Hollywood,1529,1,820,ORAL COPULATION,0416 0515 0522 1258 2024 0514 0512 0544 0360 0913,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,Hispanic,Children (0-12),16:17,16,Afternoon (12-18),2020-11-25,2020-11-25,2020,Nov,Wed,0,0-1 days,91606.0
211221625,10/14/2021 12:00:00 AM,12/01/2020 12:00:00 AM,1,12,77th Street,1249,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,0913 1259 0500,14,F,H,101,STREET,,,822,,,,Hispanic,Adolescents (13-17),0:01,0,Night (0-6),2021-10-14,2020-12-01,2020,Dec,Tue,317,1-12 months,90003.0
211115648,11/22/2021 12:00:00 AM,09/04/2020 12:00:00 AM,1900,11,Northeast,1137,1,121,"RAPE, FORCIBLE",1258 0552 0500 0527,5,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,812.0,,,Hispanic,Children (0-12),19:00,19,Evening (18-24),2021-11-22,2020-09-04,2020,Sep,Fri,444,Over 1 year,90042.0
202006142,02/06/2020 12:00:00 AM,02/04/2020 12:00:00 AM,2200,20,Olympic,2015,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 1251 0913,17,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Hispanic,Adolescents (13-17),22:00,22,Evening (18-24),2020-02-06,2020-02-04,2020,Feb,Tue,2,1-7 days,90004.0
211013354,10/04/2021 12:00:00 AM,08/29/2020 12:00:00 AM,300,10,West Valley,1094,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 0500 0515 1820 1259 2024,16,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,White,Adolescents (13-17),3:00,3,Night (0-6),2021-10-04,2020-08-29,2020,Aug,Sat,401,Over 1 year,91316.0
221300973,09/09/2022 12:00:00 AM,06/01/2020 12:00:00 AM,1900,13,Newton,1352,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 0913 1259 1402 1309,14,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,998.0,,,Hispanic,Adolescents (13-17),19:00,19,Evening (18-24),2022-09-09,2020-06-01,2020,Jun,Mon,830,Over 1 year,90037.0
201821509,12/02/2020 12:00:00 AM,12/01/2020 12:00:00 AM,2300,18,Southeast,1851,2,860,BATTERY WITH SEXUAL CONTACT,1300 0522 0913,39,F,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),23:00,23,Evening (18-24),2020-12-02,2020-12-01,2020,Dec,Tue,1,0-1 days,90061.0
201407761,03/04/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1030,14,Pacific,1443,2,860,BATTERY WITH SEXUAL CONTACT,522,14,F,H,710,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adolescents (13-17),10:30,10,Morning (6-12),2020-03-04,2020-01-01,2020,Jan,Wed,63,1-12 months,90066.0
202014473,09/09/2020 12:00:00 AM,08/29/2020 12:00:00 AM,2200,20,Olympic,2042,1,121,"RAPE, FORCIBLE",1822 0503 0400 1251 1259 0531 1206 0516 0537 0409,15,F,B,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,812.0,,,Black,Adolescents (13-17),22:00,22,Evening (18-24),2020-09-09,2020-08-29,2020,Aug,Sat,11,8-30 days,90019.0
202000535,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,325,20,Olympic,2019,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1415 1206 2014 0503 0510 0515 1402 1822,21,F,W,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,998.0,,,White,Young Adults (18-24),3:25,3,Night (0-6),2020-01-18,2020-01-18,2020,Jan,Sat,0,0-1 days,90004.0
201908911,04/19/2020 12:00:00 AM,04/17/2020 12:00:00 AM,100,19,Mission,1985,1,121,"RAPE, FORCIBLE",1402 1813 2000 0913 0448 0444 0527 0516 1817 0501,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Young Adults (18-24),1:00,1,Night (0-6),2020-04-19,2020-04-17,2020,Apr,Fri,2,1-7 days,91402.0
201813934,07/14/2020 12:00:00 AM,07/12/2020 12:00:00 AM,2359,18,Southeast,1835,1,121,"RAPE, FORCIBLE",1402 1415 1409 1206 0500 0527 0913 1817,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Young Adults (18-24),23:59,23,Evening (18-24),2020-07-14,2020-07-12,2020,Jul,Sun,2,1-7 days,90002.0
201917132,11/17/2020 12:00:00 AM,11/01/2020 12:00:00 AM,1,19,Mission,1944,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 0913 2024 1258,12,M,H,501,SINGLE FAMILY DWELLING,,,810,,,,Hispanic,Children (0-12),0:01,0,Night (0-6),2020-11-17,2020-11-01,2020,Nov,Sun,16,8-30 days,91340.0
201421307,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,200,14,Pacific,1412,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1817 0913 2004 1814 0400 0408 0500 0527 1402 1218,40,F,W,501,SINGLE FAMILY DWELLING,102.0,HAND GUN,815,998.0,,,White,Adults (25-49),2:00,2,Night (0-6),2020-12-07,2020-12-07,2020,Dec,Mon,0,0-1 days,90291.0
202005793,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1210,20,Olympic,2035,2,860,BATTERY WITH SEXUAL CONTACT,1822 0448 1236,21,F,H,404,DEPARTMENT STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),12:10,12,Afternoon (12-18),2020-02-07,2020-02-07,2020,Feb,Fri,0,0-1 days,90010.0
201612960,09/10/2020 12:00:00 AM,01/01/2020 12:00:00 AM,800,16,Foothill,1642,1,121,"RAPE, FORCIBLE",2000 0500 0913,35,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),8:00,8,Morning (6-12),2020-09-10,2020-01-01,2020,Jan,Wed,253,1-12 months,91331.0
201512780,07/19/2020 12:00:00 AM,07/18/2020 12:00:00 AM,925,15,N Hollywood,1585,1,122,"RAPE, ATTEMPTED",1415 1414 0500 0537 0400 0448 1822 1218,48,F,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122,,,,White,Adults (25-49),9:25,9,Morning (6-12),2020-07-19,2020-07-18,2020,Jul,Sat,1,0-1 days,91604.0
201321046,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1640,13,Newton,1325,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 1259 1814 1276 0500,15,F,H,501,SINGLE FAMILY DWELLING,,,810,,,,Hispanic,Adolescents (13-17),16:40,16,Afternoon (12-18),2020-12-09,2020-12-09,2020,Dec,Wed,0,0-1 days,90011.0
201318052,10/07/2020 12:00:00 AM,10/05/2020 12:00:00 AM,1700,13,Newton,1303,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0500 1415 1409 1206 0913,30,F,H,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,998.0,,,Hispanic,Adults (25-49),17:00,17,Afternoon (12-18),2020-10-07,2020-10-05,2020,Oct,Mon,2,1-7 days,90015.0
201911558,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1500,19,Mission,1985,2,860,BATTERY WITH SEXUAL CONTACT,1822 0503,40,F,H,403,DRUG STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),15:00,15,Afternoon (12-18),2020-06-29,2020-06-29,2020,Jun,Mon,0,0-1 days,91402.0
201822244,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1200,18,Southeast,1891,1,121,"RAPE, FORCIBLE",1415 0416 0444 0527 2004 0913 0532 1409 0216,29,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Black,Adults (25-49),12:00,12,Afternoon (12-18),2020-12-09,2020-12-09,2020,Dec,Wed,0,0-1 days,90248.0
201810334,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1900,18,Southeast,1821,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,0943 1402 1258 1251,13,F,B,101,STREET,,,822,998.0,,,Black,Adolescents (13-17),19:00,19,Evening (18-24),2020-04-28,2020-04-28,2020,Apr,Tue,0,0-1 days,90003.0
232110507,06/16/2023 12:00:00 AM,07/17/2020 12:00:00 AM,2030,21,Topanga,2175,1,121,"RAPE, FORCIBLE",0913 0360 0527 0507 0510 0519 0536 0542,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,821.0,,,Hispanic,Adults (25-49),20:30,20,Evening (18-24),2023-06-16,2020-07-17,2020,Jul,Fri,1064,Over 1 year,91364.0
202006284,02/17/2020 12:00:00 AM,02/09/2020 12:00:00 AM,30,20,Olympic,2022,2,860,BATTERY WITH SEXUAL CONTACT,0522 1206,35,F,H,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),0:30,0,Night (0-6),2020-02-17,2020-02-09,2020,Feb,Sun,8,8-30 days,90020.0
201812349,06/09/2020 12:00:00 AM,06/09/2020 12:00:00 AM,2024,18,Southeast,1844,2,860,BATTERY WITH SEXUAL CONTACT,1822 0522 0529 0448 0400 0910,35,F,B,124,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Adults (25-49),20:24,20,Evening (18-24),2020-06-09,2020-06-09,2020,Jun,Tue,0,0-1 days,90059.0
201712921,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,330,17,Devonshire,1762,2,860,BATTERY WITH SEXUAL CONTACT,0913 0361 1501 1817 1300 0500 1606 0529,51,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,515.0,PHYSICAL PRESENCE,860,,,,White,Older Adults (50+),3:30,3,Night (0-6),2020-09-05,2020-09-05,2020,Sep,Sat,0,0-1 days,91311.0
210604199,12/21/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1200,6,Hollywood,647,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",,17,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Hispanic,Adolescents (13-17),12:00,12,Afternoon (12-18),2020-12-21,2020-05-12,2020,May,Tue,223,1-12 months,90028.0
211712914,09/22/2021 12:00:00 AM,01/01/2020 12:00:00 AM,700,17,Devonshire,1791,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0541 0551 1258 1251 0913 2021 0515 0360 0522,7,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",812,815.0,,,Hispanic,Children (0-12),7:00,7,Morning (6-12),2021-09-22,2020-01-01,2020,Jan,Wed,630,Over 1 year,91304.0
210112319,06/23/2021 12:00:00 AM,08/15/2020 12:00:00 AM,2300,1,Central,141,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",533,34,F,H,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Hispanic,Adults (25-49),23:00,23,Evening (18-24),2021-06-23,2020-08-15,2020,Aug,Sat,312,1-12 months,90071.0
202108659,04/25/2020 12:00:00 AM,04/24/2020 12:00:00 AM,800,21,Topanga,2139,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0512 0515 1402 0552 0913,13,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",812,815.0,998.0,,Black,Adolescents (13-17),8:00,8,Morning (6-12),2020-04-25,2020-04-24,2020,Apr,Fri,1,0-1 days,91306.0
201615161,11/27/2020 12:00:00 AM,07/01/2020 12:00:00 AM,1,16,Foothill,1651,1,121,"RAPE, FORCIBLE",0552 0913 0527 1259,15,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adolescents (13-17),0:01,0,Night (0-6),2020-11-27,2020-07-01,2020,Jul,Wed,149,1-12 months,91331.0
202112055,07/27/2020 12:00:00 AM,07/06/2020 12:00:00 AM,2300,21,Topanga,2177,1,121,"RAPE, FORCIBLE",0913 1802 0500,34,F,A,701,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Asian,Adults (25-49),23:00,23,Evening (18-24),2020-07-27,2020-07-06,2020,Jul,Mon,21,8-30 days,91367.0
210210372,06/06/2021 12:00:00 AM,06/01/2020 12:00:00 AM,5,2,Rampart,211,1,121,"RAPE, FORCIBLE",2000 0913 1813 0400 0319 0448 0537 0527 0408 0516,35,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Adults (25-49),0:05,0,Night (0-6),2021-06-06,2020-06-01,2020,Jun,Mon,370,Over 1 year,90004.0
201420778,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1235,14,Pacific,1466,2,860,BATTERY WITH SEXUAL CONTACT,0400 0500 1218 2004,54,F,W,111,BUS-CHARTER/PRIVATE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Older Adults (50+),12:35,12,Afternoon (12-18),2020-11-25,2020-11-25,2020,Nov,Wed,0,0-1 days,90045.0
211608661,06/11/2021 12:00:00 AM,06/04/2020 12:00:00 AM,800,16,Foothill,1675,1,121,"RAPE, FORCIBLE",0416 1601 1259 0500 0527 0522 0302,14,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,812.0,,,Hispanic,Adolescents (13-17),8:00,8,Morning (6-12),2021-06-11,2020-06-04,2020,Jun,Thu,372,Over 1 year,91352.0
211418335,09/13/2021 12:00:00 AM,01/01/2020 12:00:00 AM,1400,14,Pacific,1434,1,820,ORAL COPULATION,0507 2024 1259 0501 0433 1206 2002 0510 1824 0913,14,F,W,103,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,White,Adolescents (13-17),14:00,14,Afternoon (12-18),2021-09-13,2020-01-01,2020,Jan,Wed,621,Over 1 year,90066.0
211104461,01/15/2021 12:00:00 AM,08/01/2020 12:00:00 AM,1,11,Northeast,1124,1,820,ORAL COPULATION,0507 0500 0913 0558,3,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",812,820.0,,,Hispanic,Children (0-12),0:01,0,Night (0-6),2021-01-15,2020-08-01,2020,Aug,Sat,167,1-12 months,90065.0
201606862,03/09/2020 12:00:00 AM,03/05/2020 12:00:00 AM,2100,16,Foothill,1606,2,860,BATTERY WITH SEXUAL CONTACT,0531 0913,23,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Young Adults (18-24),21:00,21,Evening (18-24),2020-03-09,2020-03-05,2020,Mar,Thu,4,1-7 days,91342.0
201806345,02/11/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1800,18,Southeast,1821,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,0943 1259,17,F,H,101,STREET,,,822,,,,Hispanic,Adolescents (13-17),18:00,18,Evening (18-24),2020-02-11,2020-01-06,2020,Jan,Mon,36,1-12 months,90044.0
202016479,10/28/2020 12:00:00 AM,10/12/2020 12:00:00 AM,2113,20,Olympic,2034,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0527 1268 1822 1402 1415,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,815,,,,Hispanic,Adults (25-49),21:13,21,Evening (18-24),2020-10-28,2020-10-12,2020,Oct,Mon,16,8-30 days,90005.0
211914738,10/23/2021 12:00:00 AM,03/01/2020 12:00:00 AM,1,19,Mission,1985,1,121,"RAPE, FORCIBLE",0532 1817 2002 0913 0537 0552 1259 0527 1402,14,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,812.0,998.0,,Hispanic,Adolescents (13-17),0:01,0,Night (0-6),2021-10-23,2020-03-01,2020,Mar,Sun,601,Over 1 year,91402.0
201900743,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1930,19,Mission,1915,1,121,"RAPE, FORCIBLE",1402 1817 0507 0505 0527 0526 0534 0543 0913 2003,30,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Adults (25-49),19:30,19,Evening (18-24),2020-04-21,2020-04-21,2020,Apr,Tue,0,0-1 days,91342.0
202105620,02/05/2020 12:00:00 AM,02/01/2020 12:00:00 AM,800,21,Topanga,2173,1,121,"RAPE, FORCIBLE",1258 1402 0527 1415 1822,13,F,W,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,812.0,998.0,,White,Adolescents (13-17),8:00,8,Morning (6-12),2020-02-05,2020-02-01,2020,Feb,Sat,4,1-7 days,91367.0
